,category,link
361,issue,https://github.com/2sic/2sxc/issues/3464
362,issue,https://github.com/socfortress/CoPilot/issues/283
363,issue,https://github.com/microsoft/Mastering-GitHub-Copilot-for-Paired-Programming/issues/54
364,issue,https://github.com/yetone/avante.nvim/issues/557
365,issue,https://github.com/yetone/avante.nvim/issues/562
366,issue,https://github.com/create3000/x_ite/issues/180
367,issue,https://github.com/yetone/avante.nvim/issues/571
368,issue,https://github.com/zed-industries/zed/issues/17915
369,issue,https://github.com/rstudio/rstudio/issues/15213
370,issue,https://github.com/vaadin/docs/issues/3734
371,issue,https://github.com/lostintangent/gitdoc/issues/80
372,issue,https://github.com/getappmap/vscode-appland/issues/1023
373,issue,https://github.com/olimorris/codecompanion.nvim/issues/261
374,issue,https://github.com/microsoft/pylance-release/issues/6466
375,issue,https://github.com/holoviz/panel/issues/7340
376,issue,https://github.com/microsoft/TypeScript/issues/60118
377,issue,https://github.com/stackblitz/bolt.new/issues/9
378,issue,https://github.com/TerminalFi/LSP-copilot/issues/212
379,issue,https://github.com/yetone/avante.nvim/issues/697
380,issue,https://github.com/microsoft/vscode/issues/230888
381,issue,https://github.com/OpenSourceFellows/amplify/issues/958
382,issue,https://github.com/Pierrad/obsidian-github-copilot/issues/41
383,issue,https://github.com/microsoft/Power-CAT-Copilot-Studio-Kit/issues/60
384,issue,https://github.com/ObjectVision/GeoDMS/issues/810
385,issue,https://github.com/vaadin/flow/issues/20244
386,issue,https://github.com/pieces-app/plugin_sublime/issues/223
387,issue,https://github.com/wix/Detox/issues/4612
388,issue,https://github.com/getappmap/appmap-js/issues/2072
389,issue,https://github.com/sonic-pi-net/sonic-pi/issues/3423
390,issue,https://github.com/baolong281/jupyter-copilot/issues/21
391,issue,https://github.com/latitude-dev/latitude-llm/issues/460
392,issue,https://github.com/wix-incubator/detox-copilot/issues/22
393,issue,https://github.com/intitni/CopilotForXcode/issues/593
394,issue,https://github.com/JetBrains/intellij-ui-test-robot/issues/474
395,issue,https://github.com/microsoft/vscode-pull-request-github/issues/6331
396,issue,https://github.com/microsoft/vscode-pull-request-github/issues/6356
397,issue,https://github.com/kom-senapati/bot-verse/issues/169
398,issue,https://github.com/AtomMaterialUI/a-file-icon-web/issues/296
399,issue,https://github.com/microsoft/autogen/issues/3918
400,issue,https://github.com/github/CopilotForXcode/issues/12
401,issue,https://github.com/microsoft/vscode/issues/232805
402,issue,https://github.com/zed-industries/zed/issues/20099
403,issue,https://github.com/LazyVim/LazyVim/issues/4692
404,issue,https://github.com/OfficeDev/teams-toolkit/issues/12657
405,issue,https://github.com/github/CopilotForXcode/issues/23
406,issue,https://github.com/eclipse-che/che/issues/23234
407,issue,https://github.com/github/CopilotForXcode/issues/27
408,issue,https://github.com/yetone/avante.nvim/issues/821
409,issue,https://github.com/zed-industries/zed/issues/20362
410,issue,https://github.com/LazyVim/LazyVim/issues/4727
411,issue,https://github.com/Saghen/blink.cmp/issues/295
412,issue,https://github.com/microsoft/vscode-pull-request-github/issues/6468
413,issue,https://github.com/Pierrad/obsidian-github-copilot/issues/47
414,issue,https://github.com/AdguardTeam/companiesdb/issues/401
415,issue,https://github.com/solo-io/gloo/issues/42
416,issue,https://github.com/microsoft/vscode-pull-request-github/issues/6476
417,issue,https://github.com/epam/ketcher/issues/5973
418,issue,https://github.com/microsoft/vscode/issues/233858
419,issue,https://github.com/nasa/ogma/issues/164
420,issue,https://github.com/MattFlower/vscode-aider-extension/issues/16
421,issue,https://github.com/zed-industries/zed/issues/21127
422,issue,https://github.com/zed-industries/zed/issues/21167
423,issue,https://github.com/CopilotC-Nvim/CopilotChat.nvim/issues/620
424,issue,https://github.com/pnpm/pnpm/issues/8815
425,issue,https://github.com/microsoft/botbuilder-python/issues/2193
426,issue,https://github.com/microsoft/omnichannel-chat-widget/issues/555
427,issue,https://github.com/zed-industries/zed/issues/21499
428,issue,https://github.com/CopilotC-Nvim/CopilotChat.nvim/issues/675
429,issue,https://github.com/sourcegraph/jetbrains/issues/2819
430,issue,https://github.com/logancyang/obsidian-copilot/issues/914
431,issue,https://github.com/Expensify/App/issues/53785
432,issue,https://github.com/rstudio/rstudio/issues/15507
433,issue,https://github.com/microsoft/coe-starter-kit/issues/9398
434,issue,https://github.com/microsoft/vscode/issues/235940
435,issue,https://github.com/aws/copilot-cli/issues/5999
436,issue,https://github.com/stackblitz-labs/bolt.diy/issues/672
437,issue,https://github.com/microsoft/vscode-python/issues/24643
438,issue,https://github.com/microsoft/BotFramework-WebChat/issues/5393
439,issue,https://github.com/charmbracelet/mods/issues/407
440,issue,https://github.com/stacklok/codegate/issues/384
441,issue,https://github.com/stacklok/codegate/issues/399
442,issue,https://github.com/aws/copilot-cli/issues/6002
443,issue,https://github.com/geany/geany/issues/4157
444,issue,https://github.com/microsoft/vscode-remote-release/issues/10577
445,issue,https://github.com/microsoft/vscode/issues/236537
446,issue,https://github.com/microsoft/vscode-remote-release/issues/10586
447,issue,https://github.com/microsoft/botframework-components/issues/1567
448,issue,https://github.com/microsoft/vscode-remote-release/issues/10594
449,issue,https://github.com/microsoft/vscode/issues/236988
450,issue,https://github.com/logancyang/obsidian-copilot/issues/986
451,issue,https://github.com/microsoft/vscode-remote-release/issues/10599
452,issue,https://github.com/microsoft/vscode/issues/237134
453,issue,https://github.com/robotframework/robotframework/issues/5304
454,issue,https://github.com/CopilotC-Nvim/CopilotChat.nvim/issues/707
455,issue,https://github.com/giuxtaposition/blink-cmp-copilot/issues/9
456,issue,https://github.com/video-dev/hls.js/issues/6947
457,issue,https://github.com/microsoft/vscode-cpptools/issues/13121
458,issue,https://github.com/github/CopilotForXcode/issues/95
459,issue,https://github.com/linkwarden/linkwarden/issues/973
460,issue,https://github.com/jupyterlab/jupyter-chat/issues/147
461,issue,https://github.com/microsoft/vscode-remote-release/issues/10619
462,issue,https://github.com/VSCodium/vscodium/issues/2194
463,issue,https://github.com/nanbingxyz/5ire/issues/43
464,issue,https://github.com/lucaslorentz/caddy-docker-proxy/issues/687
465,issue,https://github.com/zed-industries/zed/issues/23042
466,issue,https://github.com/rstudio/rstudio/issues/15599
467,issue,https://github.com/microsoft/vscode/issues/237819
468,issue,https://github.com/desktop/desktop/issues/19829
469,issue,https://github.com/microsoft/pylance-release/issues/6850
470,issue,https://github.com/logancyang/obsidian-copilot/issues/1058
471,issue,https://github.com/yetone/avante.nvim/issues/1099
472,issue,https://github.com/microsoft/vscode-remote-release/issues/10641
473,issue,https://github.com/microsoft/vscode-remote-release/issues/10643
474,issue,https://github.com/microsoft/vscode-remote-release/issues/10651
475,issue,https://github.com/Saghen/blink.cmp/issues/1058
476,issue,https://github.com/microsoft/vscode-remote-release/issues/10655
477,issue,https://github.com/microsoft/vscode-remote-release/issues/10657
478,issue,https://github.com/nasa/ogma/issues/219
479,issue,https://github.com/TerminalFi/LSP-copilot/issues/232
480,issue,https://github.com/dlants/magenta.nvim/issues/43
481,pull-request,https://github.com/open-telemetry/opentelemetry-js/pull/3896
482,pull-request,https://github.com/appcues/snabbdom-virtualize/pull/75
483,pull-request,https://github.com/ant-design/ant-design/pull/43091
484,pull-request,https://github.com/openedx/credentials/pull/2042
485,pull-request,https://github.com/Azure/cosmos-explorer/pull/1493
486,pull-request,https://github.com/wayfair-incubator/react-focus-bounder/pull/89
487,pull-request,https://github.com/KatsuteDev/GitHub-Red-Issues/pull/108
488,pull-request,https://github.com/rancher/kubewarden-ui/pull/402
489,pull-request,https://github.com/Lionad-Morotar/blog/pull/34
490,pull-request,https://github.com/microsoft/azuredatastudio/pull/23675
491,pull-request,https://github.com/internetarchive/openlibrary/pull/8062
492,pull-request,https://github.com/internetarchive/openlibrary/pull/8066
493,pull-request,https://github.com/foxundermoon/vs-shell-format/pull/341
494,pull-request,https://github.com/TryGhost/Ghost/pull/17298
495,pull-request,https://github.com/nationalarchives/ds-caselaw-public-ui/pull/827
496,pull-request,https://github.com/unoplatform/uno/pull/12867
497,pull-request,https://github.com/grafana/grafana/pull/71540
498,pull-request,https://github.com/quiltdata/quilt/pull/3557
499,pull-request,https://github.com/lowdefy/lowdefy/pull/1638
500,pull-request,https://github.com/KatsuteDev/Background/pull/176
501,pull-request,https://github.com/wpeverest/everest-forms/pull/1134
502,pull-request,https://github.com/GoogleCloudPlatform/cloud-learning-platform/pull/67
503,pull-request,https://github.com/freeCodeCamp/freeCodeCamp/pull/51102
504,pull-request,https://github.com/microsoft/azuredatastudio/pull/24044
505,pull-request,https://github.com/openedx/edx-ui-toolkit/pull/346
506,pull-request,https://github.com/microsoft/kernel-memory/pull/12
507,pull-request,https://github.com/KatsuteDev/Background/pull/186
508,pull-request,https://github.com/groovy-console/groovy-web-console/pull/70
509,pull-request,https://github.com/marigold-ui/marigold/pull/3276
510,pull-request,https://github.com/openequella/openEQUELLA/pull/4802
511,pull-request,https://github.com/rstudio/rstudio/pull/13521
512,pull-request,https://github.com/fauxpilot/fauxpilot/pull/230
513,pull-request,https://github.com/KatsuteDev/Background/pull/195
514,pull-request,https://github.com/KatsuteDev/Background/pull/196
515,pull-request,https://github.com/KatsuteDev/Background/pull/199
516,pull-request,https://github.com/rajasegar/ember-dayjs-helpers/pull/105
517,pull-request,https://github.com/github/docs/pull/28070
518,pull-request,https://github.com/microsoft/vscode/pull/192602
519,pull-request,https://github.com/rstudio/rstudio/pull/13614
520,pull-request,https://github.com/ToolJet/ToolJet/pull/7427
521,pull-request,https://github.com/Azure/LogicAppsUX/pull/3343
522,pull-request,https://github.com/Adyen/lume/pull/309
523,pull-request,https://github.com/microsoft/powerplatform-vscode/pull/725
524,pull-request,https://github.com/ardatan/graphql-mesh/pull/6023
525,pull-request,https://github.com/sourcegraph/cody/pull/1265
526,pull-request,https://github.com/LazyVim/LazyVim/pull/1638
527,pull-request,https://github.com/KatsuteDev/Background/pull/223
528,pull-request,https://github.com/zed-industries/zed/pull/3129
529,pull-request,https://github.com/KatsuteDev/Background/pull/225
530,pull-request,https://github.com/KatsuteDev/OneMTA/pull/167
531,pull-request,https://github.com/microsoft/azuredatastudio/pull/24744
532,pull-request,https://github.com/ecamp/ecamp3/pull/4017
533,pull-request,https://github.com/ZoeyVid/NPMplus/pull/467
534,pull-request,https://github.com/KatsuteDev/Background/pull/237
535,pull-request,https://github.com/KatsuteDev/OneMTA/pull/172
536,pull-request,https://github.com/KatsuteDev/Background/pull/239
537,pull-request,https://github.com/KatsuteDev/OneMTA/pull/175
538,pull-request,https://github.com/Azure/aistudio-copilot-sample/pull/47
539,pull-request,https://github.com/ohcnetwork/care_fe/pull/6725
540,pull-request,https://github.com/Encamina/enmarcha/pull/18
541,pull-request,https://github.com/mainmatter/ember-promise-modals/pull/884
542,pull-request,https://github.com/KatsuteDev/Background/pull/262
543,pull-request,https://github.com/camunda-community-hub/camunda-7-to-8-migration/pull/612
544,pull-request,https://github.com/rstudio/rstudio/pull/14109
545,pull-request,https://github.com/xcv58/Custom-JavaScript-for-Websites-2/pull/918
546,pull-request,https://github.com/prateekkeshari/peek-ai/pull/17
547,pull-request,https://github.com/Zero-True/zero-true/pull/161
548,pull-request,https://github.com/71/dance/pull/327
549,pull-request,https://github.com/github-samples/pets-workshop/pull/34
550,pull-request,https://github.com/pieces-app/example-typescript/pull/99
551,pull-request,https://github.com/microsoft/vscode-azureapicenter/pull/71
552,pull-request,https://github.com/codestoryai/aide/pull/500
553,pull-request,https://github.com/microsoft/vscode/pull/207119
554,pull-request,https://github.com/zed-industries/zed/pull/9088
555,pull-request,https://github.com/CopilotC-Nvim/CopilotChat.nvim/pull/154
556,pull-request,https://github.com/rstudio/rstudio/pull/14407
557,pull-request,https://github.com/microsoft/Mastering-GitHub-Copilot-for-Paired-Programming/pull/13
558,pull-request,https://github.com/all-of-us/workbench/pull/8455
559,pull-request,https://github.com/toeverything/blocksuite/pull/6645
560,pull-request,https://github.com/zed-industries/zed/pull/9952
561,pull-request,https://github.com/microsoft/everyonecancode/pull/246
562,pull-request,https://github.com/CopilotC-Nvim/CopilotChat.nvim/pull/272
563,pull-request,https://github.com/toeverything/blocksuite/pull/6791
564,pull-request,https://github.com/murex/TCR/pull/631
565,pull-request,https://github.com/github/docs/pull/32749
566,pull-request,https://github.com/rubiin/init.lua/pull/19
567,pull-request,https://github.com/rubiin/init.lua/pull/21
568,pull-request,https://github.com/miurla/morphic/pull/134
569,pull-request,https://github.com/rubiin/init.lua/pull/22
570,pull-request,https://github.com/microsoft/EveryoneCanCode-US/pull/78
571,pull-request,https://github.com/rubiin/init.lua/pull/25
572,pull-request,https://github.com/rubiin/init.lua/pull/35
573,pull-request,https://github.com/rubiin/init.lua/pull/36
574,pull-request,https://github.com/rubiin/init.lua/pull/38
575,pull-request,https://github.com/home-assistant/core/pull/117699
576,pull-request,https://github.com/rubiin/init.lua/pull/47
577,pull-request,https://github.com/rubiin/init.lua/pull/48
578,pull-request,https://github.com/flyteorg/flyte/pull/5444
579,pull-request,https://github.com/GoogleCloudPlatform/cloud-learning-platform/pull/174
580,pull-request,https://github.com/faros-ai/airbyte-connectors/pull/1533
581,pull-request,https://github.com/Aider-AI/aider/pull/703
582,pull-request,https://github.com/KelvinTegelaar/CIPP/pull/2586
583,pull-request,https://github.com/mattermost/docs/pull/7232
584,pull-request,https://github.com/continuedev/continue/pull/1786
585,pull-request,https://github.com/zed-industries/zed/pull/15703
586,pull-request,https://github.com/microsoft/vscode/pull/225071
587,pull-request,https://github.com/Expensify/App/pull/48003
588,pull-request,https://github.com/wix/Detox/pull/4563
589,pull-request,https://github.com/GoogleCloudPlatform/cloud-learning-platform/pull/202
590,pull-request,https://github.com/microsoft/vscode-azurecli/pull/103
591,pull-request,https://github.com/Expensify/App/pull/48962
592,pull-request,https://github.com/zed-industries/zed/pull/18121
593,pull-request,https://github.com/microsoft/vscode/pull/230012
594,pull-request,https://github.com/blockscout/blockscout/pull/10838
595,pull-request,https://github.com/Project-Hatchet/H-60/pull/448
596,pull-request,https://github.com/microsoft/terminal/pull/18014
597,pull-request,https://github.com/getappmap/vscode-appland/pull/1037
598,pull-request,https://github.com/cohere-ai/cohere-toolkit/pull/811
599,pull-request,https://github.com/dbartholomae/lambda-middleware/pull/75
600,pull-request,https://github.com/slick/slick/pull/3053
601,pull-request,https://github.com/yetone/avante.nvim/pull/746
602,pull-request,https://github.com/LazyVim/LazyVim/pull/4635
603,pull-request,https://github.com/CopilotKit/CopilotKit/pull/823
604,pull-request,https://github.com/CopilotKit/CopilotKit/pull/846
605,pull-request,https://github.com/LazyVim/LazyVim/pull/4694
606,pull-request,https://github.com/faros-ai/airbyte-connectors/pull/1764
607,pull-request,https://github.com/faros-ai/faros-community-edition/pull/372
608,pull-request,https://github.com/Copilot-Language/copilot-verifier/pull/73
609,pull-request,https://github.com/OfficeDev/teams-toolkit/pull/12702
610,pull-request,https://github.com/nicepkg/aide/pull/117
611,pull-request,https://github.com/nicepkg/aide/pull/118
612,pull-request,https://github.com/vaadin/platform/pull/7000
613,pull-request,https://github.com/LazyVim/LazyVim/pull/4796
614,pull-request,https://github.com/BrightSpots/rcv/pull/904
615,pull-request,https://github.com/mongodb-js/vscode/pull/880
616,pull-request,https://github.com/austenstone/github-value/pull/65
617,pull-request,https://github.com/microsoft/vscode-cpptools/pull/12988
618,pull-request,https://github.com/mongodb-js/vscode/pull/881
619,pull-request,https://github.com/mattermost/docs/pull/7616
620,pull-request,https://github.com/CopilotC-Nvim/CopilotChat.nvim/pull/645
621,pull-request,https://github.com/music-brain88/dotfiles/pull/175
622,pull-request,https://github.com/CopilotKit/CopilotKit/pull/1010
623,pull-request,https://github.com/OfficeDev/teams-toolkit/pull/12851
624,pull-request,https://github.com/microsoft/vscode/pull/235475
625,pull-request,https://github.com/SumoLogic/sumologic-documentation/pull/4857
626,pull-request,https://github.com/rstudio/rstudio/pull/15508
627,pull-request,https://github.com/stacklok/codegate/pull/331
628,pull-request,https://github.com/prankstr/homelab/pull/283
629,pull-request,https://github.com/Robitx/gp.nvim/pull/235
630,pull-request,https://github.com/stacklok/codegate/pull/428
631,pull-request,https://github.com/CopilotKit/open-research-ANA/pull/27
632,pull-request,https://github.com/dzcode-io/dzcode.io/pull/619
633,pull-request,https://github.com/MicrosoftDocs/mslearn-copilot-codespaces-javascript/pull/17
634,pull-request,https://github.com/VisActor/VStory/pull/184
635,pull-request,https://github.com/qodo-ai/pr-agent/pull/1424
636,pull-request,https://github.com/ant-design/ant-design-mini/pull/1356
637,pull-request,https://github.com/autokitteh/kittehub/pull/144
638,pull-request,https://github.com/dotnet/docs/pull/44227
639,pull-request,https://github.com/dotnet/docs/pull/44228
640,pull-request,https://github.com/copilot-extensions/preview-sdk.js/pull/120
641,pull-request,https://github.com/logancyang/obsidian-copilot/pull/1049
642,pull-request,https://github.com/stacklok/codegate/pull/613
643,pull-request,https://github.com/microsoft/Agents-for-net/pull/59
644,pull-request,https://github.com/Copilot-Language/copilot-verifier/pull/77
645,pull-request,https://github.com/XAMPPRocky/octocrab/pull/747
646,pull-request,https://github.com/primer/brand/pull/904
